epoch,epoch_loss,lie_loss,lmi_loss,eta_loss
0,737729.7262660206,203.85364163289054,-141.92782222375828,0.0
1,183546.58791322808,20.205150898081044,-142.40296859237233,0.0
2,88035.83789701946,1.359884173644464,-142.73913489624098,0.0
3,79516.06742067031,0.9482177895780216,-143.03828142094375,0.0
4,71606.92202000976,0.835069452058212,-143.33870440270758,0.0
5,63196.91960420445,0.507562391546539,-143.6392954068153,0.0
6,56675.18488121078,0.352263173309381,-143.93960425518713,0.0
7,49062.69218278918,0.3291883267990839,-144.23860652015307,0.0
8,43663.21049465504,0.19703054995142893,-144.53434932651126,0.0
9,36151.10630471259,0.14208829618486207,-144.8280039776595,0.0
10,30733.30541784325,0.04848600986608326,-145.11912625492425,0.0
11,24657.326432740814,0.028611191458360344,-145.4047288738661,0.0
12,20200.078313757218,0.026959163739781154,-145.685690474094,0.0
13,13583.02645826545,0.011940599566558402,-145.96341443480753,0.0
14,10392.819762980527,0.046956704798001916,-146.2333325433952,0.0
15,6291.998568105334,0.05413859060323958,-146.4967846633577,0.0
16,3683.6978208575633,0.07457125430356164,-146.75141437528495,0.0
17,1678.2510787873816,0.14144072295335006,-146.9963281379589,0.0
18,620.680692554227,0.27423407784996123,-147.23029683469443,0.0
19,251.98638317136442,0.3732766604803831,-147.45644135131303,0.0
20,0.39254247625081345,0.39149144793468044,-147.67415705057468,0.0
21,0.3974794123591526,0.3974794123591526,-147.8880842626518,0.0
22,0.43321256717952483,0.4191848042047337,-148.09960838449254,0.0
23,0.45016997730016584,0.45016997730016584,-148.30877899348093,0.0
24,0.43115863006836314,0.43115863006836314,-148.51563758242628,0.0
25,0.4128081868210227,0.4128081868210227,-148.72024257347837,0.0
26,0.3950266042324205,0.3950266042324205,-148.92264171979758,0.0
27,0.3850370361813362,0.38201079877946975,-149.12287965845061,0.0
28,0.3996625156852143,0.3996625156852143,-149.32100864771255,0.0
29,0.3825438012334565,0.3825438012334565,-149.5170592908189,0.0
30,0.3853695710168981,0.38376276733176834,-149.71108386546487,0.0
31,0.3772955384531206,0.3772955384531206,-149.90311460864513,0.0
32,0.3959744255457412,0.3919330847872513,-150.09319961312045,0.0
33,0.388711952642354,0.388711952642354,-150.28136852240812,0.0
34,0.372301148305157,0.372301148305157,-150.46766135087734,0.0
35,0.4182221165497703,0.4060223465602763,-150.65211975701322,0.0
36,0.4192028538010397,0.4192028538010397,-150.8347700889941,0.0
37,0.40114389425380254,0.40114389425380254,-151.01564502325184,0.0
38,0.3842205492676229,0.3842205492676229,-151.19478021546016,0.0
39,0.36974214402878297,0.36954229686852874,-151.37220948395534,0.0
40,0.3728992827123892,0.3642756077444886,-151.5479621566761,0.0
41,0.4073941940336917,0.4073941940336917,-151.72207003186105,0.0
42,0.3906651921933207,0.3906651921933207,-151.89455888662465,0.0
43,0.37458744291221135,0.37458744291221135,-152.06545808545712,0.0
44,0.3676459386452747,0.367040973311424,-152.23479778050867,0.0
45,0.36185543524426933,0.3615569405333238,-152.40260456172174,0.0
46,0.3675558152658666,0.3664528932376346,-152.5689050485996,0.0
47,0.3633144467911684,0.3633144467911684,-152.73372211903524,0.0
48,0.3582110471800244,0.3576945315516886,-152.8970819587987,0.0
49,0.40118793126538144,0.3758357745790196,-153.05901362120724,0.0
50,0.39257766719806186,0.39257766719806186,-153.21953472733276,0.0
51,0.3761554936893952,0.3761554936893952,-153.37866487656999,0.0
52,0.3748693414553865,0.3692021207897083,-153.53642974876814,0.0
53,0.39333429767173356,0.39333429767173356,-153.69285620530258,0.0
54,0.3771073380426555,0.3771073380426555,-153.84795795112277,0.0
55,0.36154608819053274,0.36154608819053274,-154.00175968873646,0.0
