epoch,epoch_loss,lie_loss,lmi_loss,eta_loss
0,11800073.598631524,33.63880345596197,-163.48070171346896,0.00801033353232543
1,73114.3608710321,38.268483297393885,-164.3195263295758,0.0
2,4.031227823819738,37.472688673185594,-165.02206777934154,0.0
3,3.783667631818023,37.3958292012011,-165.71077451716994,0.0
4,3.7602463243071433,37.380737056585865,-166.38170449714468,0.0
5,3.744919403028038,37.38542186289565,-167.03229814921448,0.0
6,3.735536270018135,37.34904020679075,-167.6628045205386,0.0
7,3.7537782886461963,37.37623766951563,-168.27423153671552,0.0
8,3.745773290288299,37.369109995752844,-168.86768130257406,0.0
9,3.741452798338262,37.37910603707804,-169.44419620854939,0.0
10,3.7352848636693845,37.34970110641926,-170.0047303075277,0.0
11,3.7360333621941773,37.336989920130804,-170.5501558352537,0.0
12,3.7344398671838475,37.343499163955116,-171.08126687699462,0.0
13,3.732626520006253,37.326265200062544,-171.59878818742501,0.0
14,3.7337091807561285,37.31227537916897,-172.10338704097308,0.0
15,3.7336723667048863,37.3324563328032,-172.59567848363585,0.0
16,3.7328134508181012,37.32813450818106,-173.0762286613944,0.0
