epoch,epoch_loss,lmi_loss,eta_loss
191,23116.95947036819,"tensor(-71.2694270, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
192,23118.387749630463,"tensor(-71.2694344, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
193,23117.66635247424,"tensor(-71.2694463, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
194,23118.466759712122,"tensor(-71.2694743, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
195,23117.72944276901,"tensor(-71.2694992, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
196,23128.665958396712,"tensor(-71.2694796, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
197,23120.67379424619,"tensor(-71.2695004, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
198,23118.838257041338,"tensor(-71.2696091, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
199,23124.124239155022,"tensor(-71.2696225, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
200,23122.249129707387,"tensor(-71.2697880, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
201,23116.91437368267,"tensor(-71.2697618, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
202,23116.91533707526,"tensor(-71.2697582, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
203,23116.87799394486,"tensor(-71.2697554, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
204,23121.816848564424,"tensor(-71.2697703, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
205,23118.73650459382,"tensor(-71.2697035, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
206,23118.804352215782,"tensor(-71.2697083, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
207,23132.79801742669,"tensor(-71.2697455, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
208,23272.68651852241,"tensor(-71.2697896, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
209,23169.480919517144,"tensor(-71.2699470, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
210,23171.331348493593,"tensor(-71.2699674, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
211,23168.00791064782,"tensor(-71.2701747, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
212,23119.515143260858,"tensor(-71.2702929, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
213,23117.30579511652,"tensor(-71.2702822, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
214,23116.876554215607,"tensor(-71.2702748, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
215,23116.867013164807,"tensor(-71.2702723, device='cuda:0', grad_fn=<AddBackward0>)","tensor([0.], grad_fn=<AddBackward0>)"
