epoch,epoch_loss,lie_loss,lmi_loss,eta_loss
31,2415.826819458897,5.585416157360967e-11,-385.5263252046857,0.0
32,1935.0103869209888,5.577852069116318e-11,-385.87526558141786,0.0
33,1556.950065120742,5.573602690489565e-11,-386.228400890115,0.0
34,1288.7424652750344,5.6229541856023246e-11,-386.58136271039933,0.0
35,1047.1110420686177,5.5758300754327195e-11,-386.9337760178428,0.0
36,873.9745428713369,5.575158390502821e-11,-387.2832652324894,0.0
37,736.5558073965129,5.559167709501267e-11,-387.6338887379014,0.0
38,606.1958090788328,5.557843074655011e-11,-387.9759128933227,0.0
39,519.433531137981,5.5676185883868357e-11,-388.3176960912936,0.0
40,455.00272228383653,5.529907781687271e-11,-388.6558394964551,0.0
41,391.4153071708983,5.5629403861168214e-11,-388.9867740540459,0.0
42,344.344428335401,5.603709857249228e-11,-389.31469061839726,0.0
43,295.6224394153974,5.522528961909856e-11,-389.6386643671646,0.0
44,259.439559772797,5.520987139684408e-11,-389.9576237764918,0.0
45,229.5324872413389,5.545162939935011e-11,-390.27225517406987,0.0
46,202.113071253017,5.5224283479482494e-11,-390.5817071693441,0.0
47,178.81875484360742,5.513466766471353e-11,-390.8875257595912,0.0
48,160.9390988449401,5.559805393851036e-11,-391.18848465190985,0.0
49,143.12064005936446,5.5456764180839e-11,-391.484659351509,0.0
50,130.27745829655436,5.5498043660673346e-11,-391.77703164716064,0.0
51,118.60902470121219,5.599445213055887e-11,-392.0644738125208,0.0
52,106.07213893861524,5.5411890353962434e-11,-392.3471065369814,0.0
53,97.03018503164523,5.5361631945416434e-11,-392.6257195231195,0.0
54,87.99323404327087,5.599743585493755e-11,-392.9003376508678,0.0
55,79.72545136537029,5.5532224652043993e-11,-393.1718256232506,0.0
56,73.94779416662759,5.586000412227676e-11,-393.4381395351765,0.0
57,68.90595612032074,5.4914531255612076e-11,-393.70172007637467,0.0
58,63.40171178526231,5.585291257270697e-11,-393.961109118875,0.0
59,59.09624802738422,5.549260356785268e-11,-394.21632032867865,0.0
60,54.253595070690764,5.525860324873122e-11,-394.4677261932703,0.0
61,50.536374330935246,5.598220498281847e-11,-394.7159201746227,0.0
62,47.795783790047544,5.572161482225724e-11,-394.9608032464121,0.0
63,44.195907771716875,5.572931005559667e-11,-395.20153277174353,0.0
64,41.39568596982994,5.5538372512042855e-11,-395.4391746847562,0.0
65,38.667577032652396,5.5628765482929055e-11,-395.6735296727615,0.0
66,36.11096629553252,5.5350515837382375e-11,-395.90411390553396,0.0
67,34.116140161870206,5.554837839705229e-11,-396.1320067076001,0.0
68,32.21387694321042,5.5808364873843885e-11,-396.3566860695711,0.0
69,30.282342969719277,5.5670822118880636e-11,-396.5784144658592,0.0
70,28.391000328766694,5.4949836347795156e-11,-396.7967844495687,0.0
71,26.907166922068832,5.5443559465739867e-11,-397.0124725793856,0.0
72,25.669965026831985,5.571790945291255e-11,-397.2252100672381,0.0
73,24.23142626046308,5.504575961712277e-11,-397.4352000367801,0.0
74,22.774988483481778,5.51276801985523e-11,-397.6428204282937,0.0
75,21.93912848484404,5.576898665093921e-11,-397.84716437919144,0.0
76,20.594165341518895,5.521038487499297e-11,-398.049102353531,0.0
77,20.02216607945445,5.563963872967648e-11,-398.2481795127512,0.0
78,18.608318559094553,5.568015493118139e-11,-398.44502666374814,0.0
79,17.778297823684568,5.54661733209727e-11,-398.63972391807863,0.0
80,17.04870056018317,5.5785064068114565e-11,-398.8315152197327,0.0
81,16.295130966935307,5.6116167268527306e-11,-399.0205831612905,0.0
82,16.011126797046185,5.5647535190939124e-11,-399.2079785047734,0.0
83,15.303044041943792,5.559380733544117e-11,-399.3928499733644,0.0
84,14.760447128829231,5.5264084974915306e-11,-399.5754369573305,0.0
85,13.971354382151933,5.558684762485555e-11,-399.7556400728985,0.0
86,13.387298532498713,5.568570604630452e-11,-399.933681046857,0.0
87,13.006521682465454,5.5201856974385066e-11,-400.10965942425605,0.0
88,12.285438438723801,5.550113840735449e-11,-400.2837285081553,0.0
89,12.022191965939365,5.5608802285167513e-11,-400.4554164619569,0.0
90,11.475158681981931,5.591915125391367e-11,-400.6252907226213,0.0
91,11.165793746493398,5.546718639948267e-11,-400.79335197210855,0.0
92,10.836883689828639,5.573561751015532e-11,-400.95899896652276,0.0
93,10.52994019333438,5.567630384506472e-11,-401.12289017663124,0.0
94,10.01939027417219,5.522747537067829e-11,-401.2846966477449,0.0
95,9.696639605779522,5.558943583228171e-11,-401.44496869624555,0.0
96,9.38641026361324,5.534803865225868e-11,-401.6034175139995,0.0
97,9.306399411892713,5.561815591414998e-11,-401.759732711689,0.0
98,8.805557466609011,5.584176177020339e-11,-401.9145245475434,0.0
99,8.413174459171108,5.576567679854705e-11,-402.0675423361657,0.0
100,8.161590877732587,5.554915555316953e-11,-402.2186782020242,0.0
101,8.11954144275315,5.5570638368696024e-11,-402.36838771877046,0.0
102,7.578991670826444,5.548652509679286e-11,-402.51632164138465,0.0
103,7.321594516984034,5.5637022766674704e-11,-402.66270219779153,0.0
104,7.3588280481242805,5.5390955711054346e-11,-402.8075497120237,0.0
105,7.141075797056651,5.566528488154532e-11,-402.95060120387564,0.0
106,6.850796090850562,5.560032989571084e-11,-403.0921685348874,0.0
107,6.634228764189529,5.568195904359641e-11,-403.2323042604081,0.0
108,6.607171410118868,5.5457638481470894e-11,-403.3710201394381,0.0
109,6.276947480371,5.507112127434155e-11,-403.50809548011034,0.0
110,6.190961405415094,5.542594855301175e-11,-403.643878780664,0.0
111,5.99737125981675,5.5105496554741507e-11,-403.7779935214293,0.0
112,5.759559284338658,5.54711485079018e-11,-403.91086865879885,0.0
113,5.58383133600598,5.541202219294661e-11,-404.04240782466275,0.0
114,5.500344184949586,5.600372249281449e-11,-404.1722980743819,0.0
115,5.242604666893693,5.5951486499505876e-11,-404.30147530826673,0.0
116,5.203280593584006,5.5682680688562414e-11,-404.42877952603254,0.0
117,5.070257804673922,5.5688648137319774e-11,-404.55495721128244,0.0
118,4.982448561910507,5.557464211047858e-11,-404.6798187914211,0.0
119,4.725771466641721,5.5569202017657915e-11,-404.8032967140181,0.0
120,4.775297094870627,5.534420838282372e-11,-404.9257471953834,0.0
121,4.540144981217814,5.5186619163372086e-11,-405.04663737101885,0.0
122,4.544961988736691,5.53686749227289e-11,-405.1666441590883,0.0
123,4.306547411452115,5.491220672615427e-11,-405.2852609014417,0.0
124,4.143769991377098,5.533276614677618e-11,-405.4030938849934,0.0
125,4.127585898338085,5.553042747852288e-11,-405.5193211708112,0.0
126,3.9903066802584917,5.546844927817318e-11,-405.6344433828935,0.0
127,4.007818221090483,5.531018004711896e-11,-405.7487072077344,0.0
128,3.865662578276034,5.539924075037561e-11,-405.86157845646983,0.0
129,3.759561261920238,5.567264010908346e-11,-405.97375035072685,0.0
130,3.696962925199123,5.499702776523563e-11,-406.084450266834,0.0
131,3.6002290535795907,5.522841212135532e-11,-406.19444422852285,0.0
132,3.5021593215018787,5.564348287689924e-11,-406.30297873957215,0.0
133,3.4881342472782406,5.518496076772905e-11,-406.4107227707998,0.0
134,3.351624275613335,5.525861712651903e-11,-406.5174354290065,0.0
135,3.30827812784401,5.576838296716957e-11,-406.623152972585,0.0
136,3.228058231289223,5.5223485506683545e-11,-406.72784153729015,0.0
137,3.1083148011439556,5.596060420609561e-11,-406.83158005568754,0.0
138,3.1155857169808194,5.548483894557421e-11,-406.9343957728123,0.0
139,2.9518033202619005,5.500608302178023e-11,-407.0361681747604,0.0
140,2.8345337401963544,5.5524647379900927e-11,-407.1371364580763,0.0
141,2.8426815414694286,5.5471897908443424e-11,-407.2369640404387,0.0
142,2.8466576113758846,5.467093444622151e-11,-407.33593816774277,0.0
143,2.7518813999975644,5.566138522317132e-11,-407.43413456348526,0.0
144,2.667832920944818,5.567823285757001e-11,-407.53151093780514,0.0
145,2.6780745471969443,5.568583094639479e-11,-407.6276681200571,0.0
146,2.592782772175985,5.611049125331391e-11,-407.7231842091707,0.0
147,2.557886470440185,5.575553907455344e-11,-407.8178810999994,0.0
148,2.437276751813509,5.547142606365796e-11,-407.91161790334763,0.0
149,2.479183232830256,5.5610509253067875e-11,-408.0045470124344,0.0
150,2.3607674824055924,5.589940316186315e-11,-408.0968585906803,0.0
151,2.381667887797238,5.523400486984187e-11,-408.1881200517738,0.0
152,2.2726565460519934,5.582121570535392e-11,-408.2784038246884,0.0
153,2.1735657801869808,5.573456973717583e-11,-408.3683506597406,0.0
154,2.1665533625977047,5.513892814557053e-11,-408.4571436155988,0.0
155,2.1397678134931444,5.5080044691901975e-11,-408.54516909739476,0.0
156,2.1658272928082014,5.5404146548365674e-11,-408.6326847347319,0.0
157,2.01840100733556,5.5727505943181654e-11,-408.7191781248704,0.0
158,2.0696268486015175,5.546443165860282e-11,-408.80519179236745,0.0
159,1.9342700597340945,5.553825455084649e-11,-408.89025984544634,0.0
160,1.9687157723327033,5.5423686473599076e-11,-408.97472855917846,0.0
161,1.971518632590005,5.514841361353717e-11,-409.0583772042323,0.0
162,1.9008621219705095,5.56318671685041e-11,-409.141419533783,0.0
163,1.8418463193039547,5.5408413968116577e-11,-409.2236464982162,0.0
164,1.8208992273266023,5.5385161734644583e-11,-409.30518651397847,0.0
165,1.729225306591863,5.558958154905369e-11,-409.3861846920099,0.0
166,1.665785454513553,5.567031557962565e-11,-409.46627679557855,0.0
167,1.8026615722662185,5.6001245307690795e-11,-409.5459001633555,0.0
168,1.7123999467532294,5.547030890173943e-11,-409.6248414227205,0.0
169,1.6843031495053427,5.5478434346500904e-11,-409.7030702294936,0.0
170,1.6315975963411429,5.5185252201273016e-11,-409.7807592619885,0.0
171,1.6035413871428001,5.527230062529753e-11,-409.8576204063444,0.0
172,1.583474825994637,5.5603278925620003e-11,-409.934025720383,0.0
173,1.4014787655143586,5.5453946989914016e-11,-410.00960284455573,0.0
174,1.499538925471058,5.52749027105115e-11,-410.08477943729616,0.0
175,1.3825083871786832,5.5579339741651523e-11,-410.1592372424898,0.0
176,1.457793343635101,5.599209290663154e-11,-410.23328846208454,0.0
177,1.4438046345863091,5.524528751132962e-11,-410.30645896048145,0.0
178,1.3946621005186888,5.5807705678923014e-11,-410.3791655401972,0.0
179,1.3664832184742817,5.536909819525704e-11,-410.451244310373,0.0
180,1.3096688559633352,5.615620468635285e-11,-410.52266492668264,0.0
181,1.3442338900330486,5.5740967397355234e-11,-410.5936859320197,0.0
182,1.3207659098780622,5.566441751980733e-11,-410.66396249860526,0.0
183,1.3214110800526464,5.5715078384199757e-11,-410.7338076396026,0.0
184,1.2834733323682521,5.531185925944371e-11,-410.80310794844576,0.0
185,1.2021635471926064,5.512368339566365e-11,-410.8717176445664,0.0
186,1.1756159071187906,5.627955740328261e-11,-410.94012710378314,0.0
187,1.2091181852144186,5.4973629814991654e-11,-411.0077490420388,0.0
188,1.1979750335182053,5.5092992667926666e-11,-411.074819743394,0.0
189,1.176714251697917,5.512494627435416e-11,-411.14144705688983,0.0
190,1.145937505815899,5.595573310257507e-11,-411.2074639794885,0.0
191,1.1082898630061373,5.604105374201751e-11,-411.2729116161562,0.0
192,1.0735253829443059,5.529943170046181e-11,-411.3381089536599,0.0
193,1.0769944529505788,5.5066708137818665e-11,-411.4027077634637,0.0
194,1.0730818343332305,5.510539247133295e-11,-411.4666685637035,0.0
195,1.0414677114476225,5.541328507163712e-11,-411.530238269188,0.0
196,1.042351560974474,5.5648104180239244e-11,-411.5932795764126,0.0
197,1.01606294035366,5.573577710471511e-11,-411.6559468237425,0.0
198,0.9659058501528737,5.523226320747199e-11,-411.71804517249836,0.0
199,0.8675562885794603,5.5428973910753854e-11,-411.77970542515897,0.0
200,0.9442415070723996,5.6244599255794725e-11,-411.8409297621151,0.0
201,0.9382462091035396,5.6011743854167406e-11,-411.9017237357879,0.0
202,0.9298918751741502,5.549213172306722e-11,-411.9619915369432,0.0
203,0.8900358905854652,5.554340321012319e-11,-412.02181540934225,0.0
204,0.8821816572170446,5.585593099155517e-11,-412.0811050089924,0.0
205,0.8562426870254082,5.57229748454624e-11,-412.13990418124814,0.0
206,0.8637075554493268,5.5736172621667635e-11,-412.1984490447702,0.0
207,0.8502828352104264,5.5238529028667216e-11,-412.2564411995964,0.0
208,0.8109758711102042,5.553378590317237e-11,-412.31404649867073,0.0
209,0.8031520445187408,5.5584654934381916e-11,-412.3712336802648,0.0
210,0.8007623805396732,5.532487662440744e-11,-412.4280879395282,0.0
211,0.7778421311373211,5.569155553386551e-11,-412.48440902605347,0.0
212,0.7798672437893794,5.5660767661613875e-11,-412.54039211839086,0.0
213,0.6780679730266347,5.572933087227838e-11,-412.5959010786965,0.0
214,0.6968706432462947,5.587062062994974e-11,-412.65094236063453,0.0
215,0.7160334805640232,5.484790399634676e-11,-412.70577606997614,0.0
216,0.7101656103742409,5.569141675598743e-11,-412.76008057779904,0.0
217,0.6945107348037439,5.6003909842949895e-11,-412.8140292087059,0.0
218,0.68541465593441,5.609417097485192e-11,-412.8675339532009,0.0
219,0.6679830617210508,5.5870683079994876e-11,-412.9207852651224,0.0
220,0.6583585605081349,5.5515411712114826e-11,-412.9734834882321,0.0
221,0.6332715273973912,5.595272162262077e-11,-413.02597213888237,0.0
222,0.6132035056945886,5.597464852735712e-11,-413.0779645867622,0.0
223,0.5842388798023916,5.515229939412336e-11,-413.12954220388815,0.0
224,0.6222542624711409,5.557702908998152e-11,-413.1808491926523,0.0
225,0.5927702298484414,5.5446876257025934e-11,-413.23175084369126,0.0
226,0.5977459774132502,5.582746070986744e-11,-413.28234249905404,0.0
227,0.5507524594614752,5.514409068263504e-11,-413.33255180704174,0.0
228,0.5719275550854431,5.5682077004792774e-11,-413.3824153013003,0.0
229,0.563494216734765,5.5643649410352936e-11,-413.4318813442894,0.0
230,0.5273276249686856,5.5479822125281686e-11,-413.4810842996736,0.0
231,0.5365792583849799,5.514910056403366e-11,-413.5298823373764,0.0
232,0.5184120778340753,5.5526812314798946e-11,-413.5783506223109,0.0
233,0.5241031761911848,5.5266069498571824e-11,-413.626391767987,0.0
234,0.5239865404174405,5.525416235663272e-11,-413.67423969357793,0.0
235,0.5047008394755287,5.608804393153477e-11,-413.7216211509576,0.0
236,0.4870856479042256,5.5873271287421034e-11,-413.76877415487075,0.0
237,0.48991565465225256,5.5444870916687705e-11,-413.8156012945084,0.0
238,0.4612304856107077,5.540096159606378e-11,-413.86206232274697,0.0
239,0.45882380271806655,5.569137512262401e-11,-413.908223163568,0.0
240,0.4543551241900089,5.541923864260667e-11,-413.95406239080944,0.0
241,0.4305613217441867,5.565200383861324e-11,-413.9996361943251,0.0
242,0.4419173805119613,5.568832200930629e-11,-414.0447706025865,0.0
243,0.42624979490877235,5.620436754893987e-11,-414.0896655928097,0.0
244,0.41124141901327144,5.558556392948333e-11,-414.13436520057957,0.0
245,0.38678216176100716,5.620490184377047e-11,-414.17860459296577,0.0
246,0.41042594465220883,5.573475708731124e-11,-414.2226434584537,0.0
247,0.37851867353297775,5.538238617708302e-11,-414.26625343088256,0.0
248,0.3917742366164664,5.519057433289731e-11,-414.3096839000979,0.0
249,0.3832652067152529,5.5881799188028936e-11,-414.3528195455603,0.0
250,0.3884603720466927,5.5000108634128964e-11,-414.3955911000081,0.0
251,0.36561419051362715,5.6024865302539695e-11,-414.4381835949295,0.0
252,0.374875132322669,5.547255016447039e-11,-414.48035106270714,0.0
253,0.3782891209158388,5.5682153332625717e-11,-414.52229872065686,0.0
254,0.3546632654428886,5.578699308061985e-11,-414.5639355876532,0.0
255,0.3550380961719969,5.512952594433074e-11,-414.60537569347645,0.0
256,0.33011791576818095,5.584407242187339e-11,-414.64643623030213,0.0
257,0.33067151011441576,5.565611860269826e-11,-414.687322918961,0.0
258,0.3302649730441653,5.5721684211196276e-11,-414.72793432912243,0.0
259,0.3345239412467296,5.549216641753674e-11,-414.76820576104865,0.0
260,0.3235617601895792,5.5611078242367995e-11,-414.808266190717,0.0
261,0.3128484169181497,5.5643878393851764e-11,-414.84808430209637,0.0
262,0.31363522001725,5.622025761597982e-11,-414.88760911483564,0.0
263,0.28774533859198625,5.549118109460238e-11,-414.92690094333676,0.0
264,0.30370404095814824,5.557588417248738e-11,-414.96580190027106,0.0
265,0.29472723167181447,5.480035175642328e-11,-415.0045709358086,0.0
266,0.2931509850537854,5.5160313816582374e-11,-415.04299110699816,0.0
267,0.2853326908319102,5.5502089035819324e-11,-415.0812326566991,0.0
268,0.2602135406049813,5.546986481252958e-11,-415.11919353050865,0.0
269,0.2766561656311148,5.5944471277769026e-11,-415.15698969519866,0.0
270,0.25959806159532484,5.56766160952904e-11,-415.1944575993161,0.0
271,0.2569397940342437,5.6168694695379884e-11,-415.23174712355717,0.0
272,0.2600272574264515,5.5682201904883044e-11,-415.2687845802602,0.0
273,0.25431726080657713,5.584070011943609e-11,-415.30551298226464,0.0
274,0.24780444423402687,5.5477532290293396e-11,-415.3419721321876,0.0
275,0.2486590427082549,5.5899930517799845e-11,-415.3783629745741,0.0
276,0.2536149433843111,5.5690549394249445e-11,-415.41443356307957,0.0
277,0.2400048788216982,5.5830312595261944e-11,-415.4501789113412,0.0
278,0.22443356818779772,5.5379235919250647e-11,-415.48571895026,0.0
279,0.22708916821160913,5.583321999180768e-11,-415.52122296021315,0.0
280,0.23077451120446069,5.5873097815073436e-11,-415.556378224234,0.0
281,0.22740907197420834,5.55753915110202e-11,-415.5912571866337,0.0
282,0.2161783416640204,5.597472485519006e-11,-415.6259311681084,0.0
283,0.2145806684843321,5.566692246050664e-11,-415.66039047263905,0.0
284,0.21691446705823883,5.590023582913162e-11,-415.6947095287209,0.0
285,0.200042946093931,5.576231837389756e-11,-415.7287208234073,0.0
286,0.20270011759826428,5.611338477207184e-11,-415.7626219262036,0.0
287,0.20218309389255118,5.547086401325174e-11,-415.7962014849356,0.0
288,0.19336498286445747,5.559140647815042e-11,-415.8295823015684,0.0
289,0.19316394494269545,5.593549234905737e-11,-415.86281079891285,0.0
290,0.19966615408762764,5.5445065205717015e-11,-415.89569961761305,0.0
291,0.1942268248380981,5.5524466968659425e-11,-415.9284895472314,0.0
292,0.18721934761305412,5.61227314621604e-11,-415.9610766273291,0.0
293,0.17913606064784787,5.5691742884000917e-11,-415.9934093846012,0.0
294,0.17625374841301722,5.587284107599899e-11,-416.02555491930985,0.0
295,0.17890846786692294,5.56947335472735e-11,-416.0575171390546,0.0
296,0.16452351954558025,5.557714705117789e-11,-416.0892378887995,0.0
297,0.1835806765721844,5.569214533984734e-11,-416.1208456345724,0.0
298,0.17436055282420215,5.5066479154319836e-11,-416.15214954959566,0.0
299,0.15866523597886242,5.599683217116791e-11,-416.1833885541059,0.0
300,0.17217735620215763,5.564929073109681e-11,-416.2143282227725,0.0
301,0.1593308215551511,5.5501311879702087e-11,-416.2450413665261,0.0
302,0.16496783994305503,5.577173445292516e-11,-416.2756099687449,0.0
303,0.15112229591921045,5.5972761148215255e-11,-416.30604600636946,0.0
304,0.15116363498012297,5.6020479921592425e-11,-416.33622989107346,0.0
305,0.14606831740467285,5.6090784794626813e-11,-416.3662417646851,0.0
306,0.15181125262304387,5.4971555085714385e-11,-416.39607186228943,0.0
307,0.13583637909126517,5.586783119460037e-11,-416.42573130238867,0.0
308,0.14447956428174227,5.568030758684728e-11,-416.45522852262457,0.0
309,0.13814903688462396,5.581438089485857e-11,-416.4845108490615,0.0
310,0.13015193272273917,5.5690299594068904e-11,-416.51363160142273,0.0
311,0.13594552841887808,5.604514075052691e-11,-416.5426247381211,0.0
312,0.13422236825420789,5.575048062089749e-11,-416.57134982715127,0.0
313,0.13774708053306592,5.588587925764443e-11,-416.59994182981546,0.0
314,0.1321497531940404,5.5748870797511785e-11,-416.62835770878064,0.0
315,0.1297311690562099,5.5805540744024995e-11,-416.65654968719963,0.0
316,0.12029592016841328,5.5603653625890814e-11,-416.6845766467858,0.0
317,0.11937745636509149,5.5990129199656735e-11,-416.7125466406559,0.0
318,0.12231936026713242,5.594855828627843e-11,-416.7402371543823,0.0
319,0.11342564537486066,5.554597753976154e-11,-416.76781512952556,0.0
320,0.11640728544885548,5.508495048989204e-11,-416.7952292508087,0.0
321,0.1202945493179369,5.593223800781644e-11,-416.8224753169198,0.0
322,0.11749232423816564,5.5954359201582093e-11,-416.84948841161344,0.0
323,0.11379388329584594,5.5318374880819476e-11,-416.87640052441554,0.0
324,0.11264701665135166,5.6090861122459756e-11,-416.9030782287899,0.0
325,0.11207234020999707,5.592379337393538e-11,-416.92964443948875,0.0
326,0.10524934179637423,5.5510790408774824e-11,-416.95610187420186,0.0
327,0.10288519106472316,5.5471738313883634e-11,-416.98230730486335,0.0
328,0.10352309886142926,5.5481348681940545e-11,-417.00843731850233,0.0
